loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,disbursement_method,term_months,emp_length_years,log_annual_inc,log_loan_amnt,loan_to_income_ratio,installment_to_monthly_income,annual_income_to_installment,fico_avg,credit_history_years,inquiries_per_open_account,delinq_per_open_account,pub_rec_per_open_account,has_bankruptcy,is_mortgage
5000.0,5000.0,5000.0, 36 months,11.22,164.22,B,B5,10+ years,MORTGAGE,145000.0,Not Verified,Dec-2015,debt_consolidation,OK,25.88,0.0,690.0,694.0,2.0,33.0,,20.0,0.0,21575.0,63.5,34.0,f,524.0,520.0,0.0,,0.0,0.0,304106.0,2.0,5.0,2.0,3.0,1.0,102005.0,94.0,0.0,3.0,2864.0,81.0,34000.0,0.0,0.0,6.0,6.0,15205.0,5628.0,58.0,0.0,0.0,153.0,163.0,14.0,1.0,2.0,15.0,,6.0,,0.0,5.0,9.0,7.0,8.0,9.0,13.0,22.0,9.0,20.0,0.0,0.0,0.0,2.0,97.1,28.6,0.0,0.0,366202.0,123682.0,13400.0,137658.0,Cash,36,10.0,11.884495917930654,8.517393171418904,0.03448252081020131,0.013589496041706893,877.6177218254448,692.0,13.585215605749486,0.09523809523809523,0.0,0.0,0,1
12000.0,12000.0,12000.0, 36 months,5.32,361.38,A,A1,10+ years,OWN,215000.0,Source Verified,Dec-2015,major_purchase,GA,11.17,0.0,800.0,804.0,0.0,,,9.0,0.0,97929.00000000016,20.6,30.0,w,804.0,800.0,0.0,,0.0,0.0,640355.0,0.0,2.0,0.0,1.0,16.0,22444.0,52.0,0.0,0.0,6428.0,33.0,173500.0000000001,1.0,1.0,0.0,1.0,70553.80000000024,52113.0,21.0,0.0,0.0,142.0,242.0,35.0,16.0,4.0,35.0,,16.0,,0.0,3.0,5.0,3.0,17.0,4.0,5.0,22.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,758816.2000000004,166959.0,66000.0,42886.0,Cash,36,10.0,12.278397958261774,9.392745258631441,0.05581369388979586,0.020168920804420218,593.2998509851537,802.0,20.16700889801506,0.0,0.0,0.0,0,0
5000.0,5000.0,5000.0, 36 months,8.49,157.82,B,B1,2 years,MORTGAGE,141934.0,Not Verified,Dec-2015,credit_card,TX,25.58,1.0,710.0,714.0,0.0,15.0,56.0,23.0,1.0,32677.0,53.9,49.0,w,534.0,530.0,0.0,68.0,0.0,0.0,405288.0,2.0,5.0,3.0,5.0,4.0,117737.0,81.0,2.0,6.0,9966.0,67.0,60600.0,0.0,2.0,2.0,12.0,17621.0,10492.0,74.0,0.0,0.0,184.0,250.0,0.0,0.0,2.0,7.0,68.0,4.0,68.0,1.0,8.0,11.0,8.0,17.0,15.0,16.0,31.0,11.0,23.0,0.0,0.0,0.0,5.0,87.8,62.5,0.0,0.0,480596.0,151944.0,40400.0,149949.0,Cash,36,2.0,11.863124485306622,8.517393171418904,0.035227392820657344,0.013341975117298127,893.6783780380305,712.0,20.829568788501028,0.0,0.041666666666666664,0.041666666666666664,0,1
8000.0,8000.0,8000.0, 36 months,9.8,257.39,B,B3,7 years,MORTGAGE,76000.0,Source Verified,Dec-2015,debt_consolidation,NC,12.29,0.0,685.0,689.0,0.0,66.0,,6.0,0.0,17144.0,83.2,18.0,w,669.0,665.0,0.0,66.0,0.0,69.0,395258.0,2.0,1.0,0.0,0.0,28.0,11352.0,55.0,1.0,1.0,11548.0,69.0,20600.0,1.0,1.0,3.0,2.0,65876.0,857.0,95.1,0.0,0.0,107.0,294.0,1.0,1.0,4.0,27.0,,4.0,,1.0,2.0,3.0,2.0,5.0,5.0,4.0,9.0,3.0,6.0,0.0,0.0,0.0,2.0,94.4,100.0,0.0,0.0,410381.0,28496.0,17600.0,20816.0,Cash,36,7.0,11.23850177707664,8.987321812850123,0.10526177287140959,0.04063411040362048,294.1290297612137,687.0,24.501026694045173,0.0,0.0,0.0,0,1
28000.0,28000.0,28000.0, 36 months,6.49,858.05,A,A2,10+ years,MORTGAGE,125000.0,Verified,Dec-2015,credit_card,NJ,18.63,1.0,695.0,699.0,0.0,6.0,,19.0,0.0,51262.0,68.0,39.0,f,714.0,710.0,0.0,,0.0,0.0,486542.0,0.0,3.0,0.0,1.0,16.0,25174.0,51.0,3.0,4.0,10758.0,68.0,75700.0,0.0,0.0,0.0,5.0,27030.0,8138.0,73.0,0.0,0.0,159.0,369.0,9.0,9.0,4.0,9.0,6.0,16.0,6.0,0.0,9.0,13.0,15.0,16.0,7.0,13.0,29.0,12.0,18.0,,0.0,0.0,3.0,92.0,75.0,0.0,0.0,615909.0,77869.0,65100.0,49459.0,Cash,36,10.0,11.736077016252437,10.239995502805314,0.2239982080143359,0.08236489297027486,145.50957453000407,697.0,30.751540041067763,0.0,0.05,0.0,0,1
25000.0,25000.0,25000.0, 60 months,8.49,512.8,B,B1,5 years,MORTGAGE,100000.0,Source Verified,Dec-2015,debt_consolidation,CO,19.56,1.0,710.0,714.0,1.0,20.0,,16.0,0.0,20788.0,38.1,34.0,w,724.0,720.0,0.0,,0.0,0.0,248798.0,3.0,2.0,1.0,4.0,3.0,52023.0,99.0,3.0,4.0,5339.0,57.0,54500.0,1.0,4.0,1.0,8.0,15550.0,18736.0,34.9,0.0,0.0,120.0,228.0,4.0,3.0,1.0,4.0,20.0,3.0,20.0,0.0,4.0,6.0,7.0,10.0,9.0,13.0,24.0,6.0,16.0,0.0,0.0,0.0,4.0,91.2,14.3,0.0,0.0,312967.0,72811.0,28800.0,62112.0,Cash,60,5.0,11.51293546492023,10.12667110305036,0.24999750002499976,0.06152861656601207,194.6282600233554,712.0,18.99794661190965,0.058823529411764705,0.058823529411764705,0.0,0,1
5200.0,5200.0,5200.0, 36 months,9.76,167.21,B,B3,5 years,MORTGAGE,62000.0,Source Verified,Dec-2015,debt_consolidation,MO,21.25,0.0,670.0,674.0,0.0,49.0,56.0,10.0,3.0,4881.0,62.6,26.0,w,734.0,730.0,0.0,49.0,0.0,0.0,39624.0,2.0,6.0,1.0,4.0,7.0,34743.0,78.0,2.0,3.0,2904.0,76.0,7800.0,1.0,12.0,0.0,7.0,3962.0,919.0,84.2,0.0,0.0,221.0,101.0,2.0,2.0,0.0,5.0,77.0,13.0,77.0,3.0,3.0,3.0,3.0,5.0,13.0,4.0,6.0,3.0,10.0,0.0,0.0,0.0,3.0,88.5,66.7,0.0,2.0,52397.0,39624.0,5800.0,44597.0,Cash,36,5.0,11.034905792929415,8.556606193773073,0.08386961500620958,0.03235696316841902,368.586885440818,672.0,18.417522245037645,0.0,0.0,0.2727272727272727,0,1
3600.0,3600.0,3600.0, 36 months,18.99,131.95,E,E3,10+ years,RENT,40000.0,Verified,Dec-2015,house,OK,12.54,1.0,660.0,664.0,1.0,22.0,74.0,12.0,1.0,4657.0,72.8,40.0,w,539.0,535.0,0.0,,0.0,368.0,27038.0,4.0,7.0,4.0,7.809999999999491,3.0,22381.0,85.0,3.0,5.0,2412.0,82.0,6400.0,1.0,2.0,4.0,13.0,2458.0,153.0,96.6,0.0,0.0,134.0,131.0,4.0,3.0,0.0,7.0,47.0,0.0,47.0,0.0,2.0,3.0,2.0,9.0,27.0,5.0,13.0,3.0,12.0,0.0,0.0,0.0,7.0,91.9,100.0,1.0,0.0,32864.0,27038.0,4500.0,26464.0,Cash,36,10.0,10.596659732783579,8.188966863648876,0.08999775005624859,0.039573128061581524,300.86498683715683,662.0,11.16495550992471,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,0
20000.0,20000.0,20000.0, 60 months,16.59,492.66,D,D2,10+ years,RENT,50000.0,Source Verified,Dec-2015,debt_consolidation,IL,28.18,0.0,660.0,664.0,0.0,,,12.0,0.0,24101.0,87.0,20.0,w,749.0,745.0,0.0,,0.0,135.0,27763.0,0.0,2.0,0.0,0.0,32.0,3662.0,18.0,0.0,1.0,8265.0,57.0,27700.0,0.0,0.0,0.0,1.0,2314.0,379.0,98.1,0.0,0.0,140.0,223.0,18.0,18.0,0.0,60.0,,18.0,,0.0,5.0,7.0,6.0,7.0,5.0,10.0,15.0,9.0,12.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,48458.0,27763.0,20000.0,20758.0,Cash,60,10.0,10.819798284210286,9.903537551286169,0.3999920001599968,0.1182100295928977,101.28428473038123,662.0,18.584531143052704,0.0,0.0,0.0,0,0
11000.0,11000.0,11000.0, 60 months,9.17,229.26,B,B2,10+ years,MORTGAGE,50000.0,Not Verified,Dec-2015,home_improvement,TN,33.01,0.0,705.0,709.0,0.0,77.0,,22.0,0.0,20726.0,37.1,51.0,w,754.0,750.0,0.0,77.0,0.0,0.0,153488.0,0.0,3.0,1.0,2.0,12.0,27617.0,70.0,3.0,3.0,3697.0,51.0,55800.0,4.0,2.0,3.0,5.0,6977.0,12121.0,48.2,0.0,0.0,160.0,266.0,11.0,11.0,4.0,11.0,80.0,3.0,77.0,2.0,6.0,13.0,6.0,15.0,8.0,17.0,39.0,13.0,22.0,0.0,0.0,0.0,4.0,92.2,50.0,0.0,0.0,226953.0,48343.0,23400.0,39703.0,Cash,60,10.0,10.819798284210286,9.305741456739435,0.21999560008799823,0.05500919779252979,217.14583514288196,707.0,22.16563997262149,0.0,0.0,0.0,0,1
10800.0,10800.0,10800.0, 36 months,11.48,356.04,B,B5,3 years,RENT,79000.0,Source Verified,Dec-2015,debt_consolidation,OR,10.57,0.0,690.0,694.0,0.0,,,9.0,0.0,14809.0,48.1,16.0,w,779.0,775.0,0.0,,0.0,0.0,28875.0,0.0,1.0,1.0,1.0,9.0,14066.0,86.0,0.0,3.0,5426.0,61.0,30800.0,1.0,1.0,3.0,4.0,3208.0,10829.0,55.1,0.0,0.0,157.0,103.0,17.0,9.0,0.0,17.0,,11.0,,0.0,5.0,8.0,5.0,7.0,3.0,8.0,13.0,8.0,9.0,0.0,0.0,0.0,1.0,100.0,40.0,0.0,0.0,47137.0,28875.0,24100.0,16337.0,Cash,36,3.0,11.277215789596891,9.287394001418473,0.13670713028949,0.05407381157292564,221.2637239524983,692.0,13.08145106091718,0.0,0.0,0.0,0,0
20000.0,20000.0,20000.0, 36 months,10.78,652.7,B,B4,< 1 year,MORTGAGE,90000.0,Verified,Dec-2015,debt_consolidation,WA,13.69,0.0,685.0,689.0,1.0,44.0,44.0,9.0,1.0,3227.0,17.6,22.0,w,684.0,680.0,0.0,,0.0,0.0,38494.0,2.0,2.0,2.0,3.0,1.0,35267.0,97.0,0.0,2.0,2923.0,70.0,18300.0,1.0,1.0,2.0,5.0,4277.0,9377.0,23.8,0.0,0.0,128.0,219.0,13.0,1.0,0.0,13.0,,4.0,44.0,0.0,1.0,2.0,4.0,12.0,5.0,7.0,17.0,2.0,9.0,0.0,0.0,0.0,2.0,95.2,0.0,1.0,0.0,54645.0,38494.0,12300.0,36345.0,Cash,36,0.0,11.407576060361786,9.903537551286169,0.22221975311385428,0.0870150646580456,137.67783386874711,687.0,18.247775496235455,0.1,0.0,0.1,1,1
2000.0,2000.0,2000.0, 36 months,9.8,64.35,B,B3,10+ years,MORTGAGE,52500.0,Verified,Dec-2015,moving,VA,25.01,0.0,700.0,704.0,0.0,65.0,,15.0,0.0,28648.0,47.6,42.0,w,529.0,525.0,0.0,65.0,0.0,0.0,183322.0,2.0,3.0,2.0,4.0,2.0,38980.0,89.0,1.0,5.0,8815.0,65.0,60200.0,2.0,0.0,3.0,9.0,12221.0,22735.0,55.2,0.0,0.0,155.0,221.0,11.0,2.0,3.0,11.0,,5.0,65.0,1.0,6.0,7.0,8.0,16.0,12.0,11.0,27.0,7.0,15.0,0.0,0.0,0.0,3.0,95.2,37.5,0.0,0.0,223312.0,67628.0,50800.0,43725.0,Cash,36,10.0,10.868587496017359,7.601402334583733,0.03809451248547647,0.014705210237659963,803.3664881407805,702.0,18.417522245037645,0.0,0.0,0.0,0,1
10000.0,10000.0,10000.0, 36 months,10.78,326.35,B,B4,10+ years,OWN,73000.0,Source Verified,Dec-2015,debt_consolidation,NY,19.56,1.0,680.0,684.0,0.0,2.0,,13.0,0.0,13876.0,56.9,19.0,w,704.0,700.0,0.0,,0.0,0.0,348295.0,0.0,4.0,0.0,3.0,14.0,15715.0,49.0,1.0,2.0,4399.0,52.0,24400.0,0.0,0.0,5.0,5.0,26792.0,6386.0,68.4,0.0,0.0,57.0,214.0,9.0,9.0,1.0,23.0,,2.0,,0.0,4.0,5.0,6.0,9.0,6.0,8.0,12.0,5.0,13.0,0.0,0.0,0.0,1.0,94.7,50.0,0.0,0.0,391783.0,29591.0,20200.0,32383.0,Cash,36,10.0,11.19822841866684,9.210440366976515,0.13698442487089219,0.053637758176738076,223.00290209256147,682.0,17.828884325804243,0.0,0.07142857142857142,0.0,0,0
6000.0,6000.0,6000.0, 36 months,9.8,193.05,B,B3,< 1 year,RENT,45000.0,Verified,Dec-2015,debt_consolidation,OK,15.2,0.0,760.0,764.0,0.0,,,14.0,0.0,4939.0,10.3,19.0,w,754.0,750.0,0.0,,0.0,0.0,26397.0,4.0,1.0,0.0,2.0,14.0,21458.0,85.0,7.0,8.0,2091.0,36.0,47900.0,1.0,0.0,2.0,10.0,1886.0,34924.0,9.5,0.0,0.0,132.0,120.0,1.0,1.0,0.0,1.0,,8.0,,0.0,4.0,7.0,8.0,9.0,4.0,13.0,15.0,7.0,14.0,0.0,0.0,0.0,8.0,100.0,0.0,0.0,0.0,73182.0,26397.0,38600.0,25282.0,Cash,36,0.0,10.714439990727769,8.699681400989512,0.13333037043621254,0.05146627565982405,231.89899510435453,762.0,10.99794661190965,0.0,0.0,0.0,0,0
18625.0,18625.0,18625.0, 36 months,13.44,631.51,C,C3,10+ years,MORTGAGE,44400.0,Verified,Dec-2015,debt_consolidation,TN,7.78,1.0,680.0,684.0,0.0,12.0,,5.0,0.0,7620.0,88.6,26.0,w,634.0,630.0,0.0,,0.0,0.0,126799.0,1.0,1.0,1.0,4.0,4.0,1293.0,97.0,0.0,0.0,4335.0,90.0,8600.0,0.0,0.0,0.0,4.0,25360.0,380.0,95.2,0.0,0.0,173.0,277.0,33.0,4.0,1.0,33.0,39.0,,12.0,0.0,2.0,2.0,2.0,3.0,17.0,3.0,8.0,2.0,5.0,0.0,0.0,0.0,1.0,92.0,100.0,0.0,0.0,135877.0,8913.0,8000.0,1330.0,Cash,36,10.0,10.70101727068921,9.832313733081604,0.4194725344023783,0.17063226155093217,70.1965186321165,682.0,23.080082135523615,0.0,0.16666666666666666,0.0,0,1
32000.0,32000.0,32000.0, 60 months,17.27,799.94,D,D3,2 years,RENT,146000.0,Verified,Dec-2015,debt_consolidation,NY,10.26,0.0,695.0,699.0,0.0,,27.0,7.0,3.0,10299.0,49.3,15.0,w,499.0,0.0,0.0,,0.0,0.0,41370.0,1.0,2.0,1.0,2.0,6.0,31071.0,84.0,0.0,0.0,5465.0,72.0,24100.0,0.0,0.0,0.0,2.0,5910.0,9801.0,60.9,0.0,0.0,165.0,207.0,39.0,6.0,0.0,39.0,,,,0.0,2.0,2.0,4.0,9.0,4.0,5.0,11.0,2.0,7.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,2.0,61100.0,41370.0,20100.0,37000.0,Cash,60,2.0,11.891368749982085,10.373522431293592,0.21917658098232204,0.06574308960907324,182.28581416835218,697.0,17.248459958932237,0.0,0.0,0.2727272727272727,0,0
15500.0,15500.0,15500.0, 36 months,14.85,536.18,C,C5,4 years,MORTGAGE,50000.0,Source Verified,Dec-2015,debt_consolidation,GA,25.54,2.0,665.0,669.0,0.0,4.0,,9.0,0.0,6170.0,81.2,24.0,w,699.0,695.0,0.0,38.0,0.0,0.0,97863.0,2.0,4.0,1.0,1.0,4.0,9794.0,33.0,1.0,1.0,2265.0,43.0,7600.0,0.0,0.0,0.0,2.0,10874.0,1509.0,69.8,0.0,0.0,256.0,169.0,5.0,4.0,3.0,5.0,4.0,,4.0,1.0,2.0,3.0,2.0,6.0,8.0,3.0,13.0,3.0,9.0,0.0,0.0,0.0,2.0,82.6,50.0,0.0,0.0,157845.0,15964.0,5000.0,29961.0,Cash,36,4.0,10.819798284210286,9.648659816955295,0.3099938001239975,0.12865232344237382,93.07867009196174,667.0,21.333333333333332,0.0,0.2,0.0,0,1
7500.0,7500.0,7500.0, 36 months,19.99,278.69,E,E4,,RENT,61000.0,Verified,Dec-2015,debt_consolidation,MA,18.24,0.0,695.0,699.0,1.0,,86.0,12.0,1.0,9383.0,36.4,17.0,w,594.0,590.0,0.0,,0.0,0.0,25392.0,1.0,2.0,1.0,1.0,5.0,16009.0,79.0,3.0,6.0,0.0,55.0,25800.0,1.0,1.0,2.0,7.0,2116.0,,,0.0,0.0,98.0,52.0,8.0,5.0,0.0,,,0.0,,0.0,0.0,5.0,0.0,1.0,6.0,10.0,11.0,5.0,12.0,0.0,0.0,0.0,4.0,100.0,,1.0,0.0,46077.0,25392.0,0.0,20277.0,Cash,36,,11.0186455364637,8.922791623969635,0.12294880411796529,0.054813479315544485,218.09860917444314,697.0,8.167008898015059,0.07692307692307693,0.0,0.07692307692307693,1,0
5000.0,5000.0,5000.0, 36 months,11.22,164.22,B,B5,5 years,OWN,75000.0,Not Verified,Dec-2015,home_improvement,GA,12.62,0.0,675.0,679.0,0.0,,,13.0,0.0,14381.0,82.0,14.0,w,499.0,0.0,0.0,,0.0,0.0,16972.0,1.0,1.0,0.0,0.0,50.0,2591.0,21.0,1.0,3.0,1500.0,82.0,17610.0,0.0,0.0,0.0,3.0,1305.0,917.0,98.0,0.0,0.0,59.0,73.0,6.0,6.0,0.0,34.0,,,,0.0,6.0,12.0,6.0,6.0,2.0,12.0,12.0,12.0,13.0,,0.0,0.0,1.0,100.0,100.0,0.0,0.0,29739.0,16972.0,5500.0,12129.0,Cash,36,5.0,11.225256725762893,8.517393171418904,0.06666577778962947,0.026270996640537513,453.9402009441956,677.0,6.080766598220397,0.0,0.0,0.0,0,0
21600.0,21600.0,21600.0, 60 months,12.59,486.95,C,C2,< 1 year,RENT,62500.0,Not Verified,Dec-2015,credit_card,NJ,20.13,2.0,660.0,664.0,0.0,12.0,71.0,9.0,3.0,13202.0,74.6,15.0,w,509.0,505.0,0.0,12.0,0.0,0.0,96793.0,1.0,5.0,1.0,1.0,8.0,83591.0,92.0,1.0,2.0,8886.0,86.0,17700.0,0.0,0.0,0.0,3.0,10755.0,4498.0,74.6,0.0,0.0,76.0,30.0,3.0,3.0,0.0,3.0,,,,1.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,3.0,9.0,0.0,0.0,1.0,2.0,86.7,66.7,0.0,2.0,104345.0,96793.0,17700.0,86645.0,Cash,60,0.0,11.042937835596494,9.980494888896912,0.3455944704884722,0.09347645252111594,128.08689414899067,662.0,6.33264887063655,0.0,0.2,0.2727272727272727,0,0
27125.0,27125.0,27125.0, 60 months,13.44,623.31,C,C3,8 years,MORTGAGE,65000.0,Not Verified,Dec-2015,debt_consolidation,KY,37.65,1.0,685.0,689.0,0.0,7.0,,27.0,0.0,21979.0,58.9,33.0,w,589.0,585.0,0.0,,0.0,0.0,202372.0,1.0,12.0,1.0,3.0,6.0,50980.0,59.0,1.0,1.0,8666.0,59.0,37300.0,0.0,2.0,2.0,5.0,7784.0,8785.0,64.9,0.0,0.0,122.0,112.0,9.0,6.0,1.0,56.0,,7.0,7.0,0.0,5.0,11.0,5.0,7.0,13.0,14.0,19.0,11.0,27.0,0.0,0.0,0.0,2.0,97.0,40.0,0.0,0.0,255748.0,72959.0,25000.0,86816.0,Cash,60,8.0,11.082157933374816,10.20824795652266,0.41730127228811864,0.11505137513074508,104.11494289695825,687.0,10.165639972621491,0.0,0.03571428571428571,0.0,0,1
15000.0,15000.0,15000.0, 36 months,21.48,568.83,E,E5,8 years,MORTGAGE,75000.0,Source Verified,Dec-2015,small_business,VA,14.97,0.0,670.0,674.0,3.0,,27.0,14.0,2.0,4112.0,30.2,44.0,w,524.0,520.0,0.0,,0.0,0.0,324347.0,3.0,3.0,2.0,2.0,2.0,60035.0,73.0,1.0,6.0,2094.0,60.0,13600.0,1.0,1.0,7.0,10.0,29486.0,4001.0,34.4,0.0,0.0,96.0,208.0,0.0,0.0,3.0,15.0,,0.0,,0.0,2.0,3.0,5.0,6.0,28.0,9.0,12.0,3.0,14.0,0.0,0.0,0.0,4.0,100.0,0.0,1.0,0.0,343079.0,64147.0,6100.0,68491.0,Cash,36,8.0,11.225256725762893,9.61587214452889,0.19999733336888842,0.09099824028155495,131.61820191987084,672.0,17.333333333333332,0.2,0.0,0.13333333333333333,1,1
11000.0,11000.0,11000.0, 60 months,13.99,255.9,C,C4,3 years,MORTGAGE,54000.0,Not Verified,Dec-2015,debt_consolidation,AZ,14.93,0.0,680.0,684.0,0.0,57.0,,6.0,0.0,6128.0,47.1,30.0,w,639.0,635.0,0.0,57.0,0.0,0.0,183869.0,0.0,1.0,1.0,5.0,7.0,31026.0,,0.0,1.0,2882.0,47.0,13000.0,0.0,7.0,3.0,7.0,30645.0,218.0,93.0,0.0,0.0,130.0,102.0,19.0,7.0,3.0,32.0,,3.0,,1.0,1.0,3.0,1.0,3.0,18.0,4.0,9.0,3.0,6.0,0.0,0.0,0.0,2.0,96.7,100.0,0.0,0.0,196728.0,37154.0,3100.0,35057.0,Cash,60,3.0,10.896757843893464,9.305741456739435,0.2036999314827503,0.05685403243723617,210.19852082522385,682.0,10.82819986310746,0.0,0.0,0.0,0,1
21875.0,21875.0,21875.0, 36 months,11.99,726.46,C,C1,< 1 year,RENT,47590.0,Source Verified,Dec-2015,credit_card,FL,17.76,0.0,700.0,704.0,0.0,,,9.0,0.0,24882.0,57.1,14.0,w,774.0,770.0,0.0,,0.0,0.0,40976.0,1.0,1.0,0.0,0.0,55.0,16094.0,49.0,1.0,2.0,11556.0,54.0,43600.0,0.0,1.0,0.0,2.0,5122.0,10318.0,70.7,0.0,0.0,140.0,176.0,6.0,6.0,0.0,6.0,,,,0.0,5.0,5.0,5.0,5.0,3.0,8.0,11.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,76326.0,40976.0,35200.0,32726.0,Cash,36,0.0,10.77039894671221,9.993145424466663,0.45964573133575676,0.18313348178647956,65.41940450334039,702.0,14.666666666666666,0.0,0.0,0.0,0,0
28800.0,28800.0,28800.0, 60 months,11.99,640.5,C,C1,10+ years,RENT,105000.0,Verified,Dec-2015,debt_consolidation,NJ,12.78,0.0,700.0,704.0,0.0,28.0,,14.0,0.0,29590.0,34.1,30.0,w,684.0,680.0,0.0,,0.0,0.0,47159.0,3.0,1.0,0.0,1.0,19.0,17569.0,80.0,5.0,6.0,8818.0,43.0,86800.0,1.0,0.0,3.0,7.0,3369.0,41805.0,41.0,0.0,0.0,136.0,376.0,1.0,1.0,0.0,1.0,,0.0,28.0,0.0,6.0,7.0,8.0,12.0,5.0,13.0,25.0,7.0,14.0,0.0,0.0,0.0,5.0,96.7,25.0,0.0,0.0,108800.0,47159.0,70900.0,22000.0,Cash,60,10.0,11.561725152903833,10.268165387743457,0.2742831020656946,0.07319163524168666,163.6788776305534,702.0,31.33196440793977,0.0,0.0,0.0,0,0
13000.0,13000.0,13000.0, 60 months,12.88,295.0,C,C2,5 years,MORTGAGE,130000.0,Not Verified,Dec-2015,home_improvement,OK,5.51,0.0,705.0,709.0,2.0,53.0,,11.0,0.0,6739.0,29.4,32.0,w,594.0,590.0,0.0,53.0,0.0,3151.0,221561.0,2.0,1.0,0.0,0.0,47.0,75416.0,,3.0,6.0,3820.0,29.0,22900.0,0.0,0.0,3.0,6.0,20142.0,4743.0,57.7,0.0,0.0,155.0,133.0,4.0,4.0,1.0,4.0,,4.0,,1.0,3.0,4.0,3.0,5.0,20.0,9.0,11.0,4.0,11.0,0.0,0.0,0.0,3.0,93.1,0.0,0.0,0.0,251012.0,82155.0,11200.0,77602.0,Cash,60,5.0,11.775297421715825,9.472781556562168,0.09999923077514788,0.027228255853305846,439.18918918918916,707.0,12.914442162902121,0.16666666666666666,0.0,0.0,0,1
3600.0,3600.0,3600.0, 36 months,6.24,109.92,A,A2,9 years,RENT,80000.0,Source Verified,Dec-2015,credit_card,NY,13.15,0.0,685.0,689.0,0.0,,,15.0,0.0,29457.0,48.9,22.0,f,689.0,685.0,0.0,,0.0,0.0,38635.0,0.0,1.0,0.0,1.0,15.0,9178.0,67.0,0.0,3.0,6593.0,52.0,60200.0,1.0,0.0,0.0,4.0,2760.0,27835.0,49.8,0.0,0.0,15.0,158.0,13.0,13.0,0.0,13.0,,13.0,,0.0,9.0,10.0,11.0,14.0,1.0,14.0,20.0,10.0,15.0,0.0,0.0,0.0,0.0,100.0,18.2,0.0,0.0,74000.0,38635.0,55400.0,13800.0,Cash,36,9.0,11.289794413577894,8.188966863648876,0.04499943750703116,0.01648552717092436,721.2405337179949,687.0,13.166324435318275,0.0,0.0,0.0,0,0
14075.0,14075.0,14075.0, 36 months,11.99,467.43,C,C1,10+ years,RENT,32000.0,Verified,Dec-2015,debt_consolidation,MI,22.51,2.0,665.0,669.0,0.0,4.0,,5.0,0.0,3088.0,54.2,22.0,w,679.0,675.0,0.0,,0.0,111.0,8880.0,1.0,1.0,1.0,1.0,9.0,5792.0,68.0,2.0,3.0,2375.0,62.0,5700.0,1.0,2.0,2.0,4.0,1776.0,125.0,95.0,0.0,0.0,136.0,241.0,6.0,6.0,0.0,89.0,4.0,9.0,4.0,0.0,1.0,1.0,1.0,7.0,5.0,4.0,17.0,2.0,5.0,0.0,0.0,0.0,3.0,72.7,100.0,0.0,0.0,14238.0,8880.0,2500.0,8538.0,Cash,36,10.0,10.373522431293592,9.552226498441476,0.439830005312334,0.17522054229663878,68.31330188075059,667.0,20.082135523613964,0.0,0.3333333333333333,0.0,0,0
